"Member","Fabric LATEST","Forge 1.12.2","Fabric 1.18.2","Forge 1.18.2"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_ROOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MUDDY_MANGROVE_ROOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_STEM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_STEM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAMBOO_BLOCK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_OAK_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_SPRUCE_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_BIRCH_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_JUNGLE_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_ACACIA_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_CHERRY_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_DARK_OAK_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_MANGROVE_LOG -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_CRIMSON_STEM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_WARPED_STEM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_OAK_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_SPRUCE_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_BIRCH_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_JUNGLE_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_ACACIA_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_CHERRY_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_DARK_OAK_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_MANGROVE_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_CRIMSON_HYPHAE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_WARPED_HYPHAE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STRIPPED_BAMBOO_BLOCK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OAK_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPRUCE_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BIRCH_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.JUNGLE_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ACACIA_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHERRY_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DARK_OAK_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_WOOD -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_HYPHAE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_HYPHAE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OAK_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPRUCE_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BIRCH_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.JUNGLE_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ACACIA_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHERRY_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DARK_OAK_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.AZALEA_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FLOWERING_AZALEA_LEAVES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPONGE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WET_SPONGE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GLASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TINTED_GLASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LAPIS_BLOCK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SANDSTONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHISELED_SANDSTONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CUT_SANDSTONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COBWEB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GRASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FERN -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.AZALEA -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.FLOWERING_AZALEA -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DEAD_BUSH -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SEAGRASS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SEA_PICKLE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHITE_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ORANGE_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MAGENTA_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_BLUE_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.YELLOW_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIME_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PINK_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GRAY_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LIGHT_GRAY_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CYAN_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PURPLE_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLUE_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BROWN_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.GREEN_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLACK_WOOL -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DANDELION -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.POPPY -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BLUE_ORCHID -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ALLIUM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.AZURE_BLUET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_TULIP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ORANGE_TULIP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WHITE_TULIP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PINK_TULIP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OXEYE_DAISY -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CORNFLOWER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.LILY_OF_THE_VALLEY -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WITHER_ROSE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TORCHFLOWER -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPORE_BLOSSOM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BROWN_MUSHROOM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_MUSHROOM -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_FUNGUS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_FUNGUS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_ROOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_ROOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHER_SPROUTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WEEPING_VINES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.TWISTING_VINES -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SUGAR_CANE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.KELP -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MOSS_CARPET -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PINK_PETALS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MOSS_BLOCK -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.HANGING_ROOTS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BIG_DRIPLEAF -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SMALL_DRIPLEAF -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAMBOO -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.OAK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SPRUCE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BIRCH_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.JUNGLE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.ACACIA_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHERRY_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DARK_OAK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MANGROVE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAMBOO_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BAMBOO_MOSAIC_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CRIMSON_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.WARPED_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SMOOTH_STONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SANDSTONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CUT_SANDSTONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PETRIFIED_OAK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.COBBLESTONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BRICK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.STONE_BRICK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.MUD_BRICK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.NETHER_BRICK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.QUARTZ_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.RED_SANDSTONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CUT_RED_SANDSTONE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PURPUR_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PRISMARINE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.PRISMARINE_BRICK_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.DARK_PRISMARINE_SLAB -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SMOOTH_QUARTZ -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SMOOTH_RED_SANDSTONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SMOOTH_SANDSTONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.SMOOTH_STONE -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BRICKS -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.BOOKSHELF -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
"org.waveapi.api.content.items.MinecraftItems.CHISELED_BOOKSHELF -> org.waveapi.api.content.items.WaveItem","❌","❌","✅","❌"
